year,track_name,track_popularity,album,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,tempo_norm,artist_pop_norm
2005,One Wish,65,Raydiation,Ray J,"['pop rap', 'urban contemporary']",54,0.529,0.651,5,-7.061,0,0.282,0.281,0.0,0.339,0.592,127.03,337640,4,0.02919946601967612,0.019496212363676827
2005,Incomplete,65,Never Gone,Backstreet Boys,"['boy band', 'dance pop', 'pop']",75,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,239587,4,0.03071679007852743,0.027078072727328928
2005,Scars,65,Getting Away With Murder,Papa Roach,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",72,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,208199,4,0.020637538047536496,0.02599494981823577
2005,Signs,65,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",82,0.934,0.706,7,-5.317,1,0.178,0.0305,0.000121,0.136,0.614,112.962,236480,4,0.025965756754425362,0.02960535951521296
2005,We Be Burnin',64,The Trinity,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",81,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,213066,4,0.026893942567126707,0.029244318545515242
2005,Stickwitu,63,PCD,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",69,0.655,0.54,9,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983,207507,4,0.01838511289185039,0.024911826909142613
2005,Over And Over,63,Suit,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,253933,4,0.03903046627312434,0.02671703175763121
2005,Let Me Hold You (feat. Omarion),63,Wanted,Bow Wow,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",59,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,248493,4,0.03482834521270004,0.021301417212165424
2005,Breakaway,63,Breakaway,Kelly Clarkson,"['dance pop', 'pop', 'talent show']",74,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,237000,3,0.0367683868816449,0.02671703175763121
2005,Diamonds From Sierra Leone - Remix,62,Late Registration,Kanye West,"['chicago rap', 'hip hop', 'rap']",94,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,233400,4,0.022306571525997243,0.03393785115158559
2005,Get Back,62,The Red Light District,Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609,270747,4,0.03944651786326536,0.027800154666724364
2005,Soldier (feat. T.I. & Lil' Wayne),61,Destiny Fulfilled,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,325573,4,0.017812065038689304,0.02599494981823577
2005,Behind These Hazel Eyes,61,Breakaway,Kelly Clarkson,"['dance pop', 'pop', 'talent show']",74,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4,0.02069868154089424,0.02671703175763121
2005,Your Body,61,Bluestars,Pretty Ricky,"['dirty south rap', 'hip pop', 'miami hip hop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",57,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,240040,4,0.020696382913324398,0.020579335272769984
2005,Outta Control - Remix,59,Outta Control (Remix),50 Cent,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",83,0.77,0.587,8,-5.99,0,0.265,0.0268,0.0,0.0621,0.574,92.009,247973,4,0.02114944240733984,0.029966400484910678
2005,"Baby, I'm Back",58,Super Saucy,Baby Bash,"['chicano rap', 'latin hip hop', 'pop rap', 'southern hip hop', 'texas latin rap', 'urban contemporary']",62,0.901,0.392,9,-4.414,0,0.105,0.0525,0.0,0.102,0.761,100.014,219187,4,0.02298949377699667,0.02238454012125858
2005,Cater 2 U,61,Destiny Fulfilled,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,245400,4,0.02891719455409978,0.02599494981823577
2005,Don't Forget About Us - Radio Edit,58,The Emancipation Of Mimi (Ultra Platinum Edition),Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",77,0.699,0.543,10,-6.859,0,0.0383,0.0457,0.0,0.1,0.431,143.635,233867,4,0.033016337099395256,0.027800154666724364
2005,Wait (The Whisper Song),58,U.S.A. (United State of Atlanta),Ying Yang Twins,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",63,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,179160,4,0.023449908879235603,0.0227455810909563
2005,Get Right,57,Rebirth,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",76,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,225533,4,0.022315995899033585,0.027439113697026646
2005,Cool,57,Love Angel Music Baby (Deluxe Version),Gwen Stefani,"['dance pop', 'pop']",73,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,189333,4,0.02574899617458946,0.02635599078793349
2005,Bananza (Belly Dancer),56,Trouble,Akon,['dance pop'],81,0.875,0.69,10,-5.905,0,0.13,0.0362,3.81e-06,0.729,0.668,104.844,238493,4,0.024099730893229337,0.029244318545515242
2005,Girl,57,Destiny Fulfilled,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",72,0.567,0.747,6,-6.019,0,0.105,0.31,0.0,0.04,0.556,89.036,224147,4,0.02046606043082644,0.02599494981823577
2005,Don't Phunk With My Heart,56,Monkey Business,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",80,0.689,0.929,5,-2.76,0,0.0608,0.00933,0.0,0.548,0.609,130.899,239773,4,0.03008880502644717,0.02888327757581752
2005,It's Like That,55,The Emancipation of Mimi,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",77,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360,4,0.022056021120884693,0.027800154666724364
2005,Ass Like That,55,Encore,Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,265480,4,0.019099986066070596,0.03249368727279471
2006,Hips Don't Lie (feat. Wyclef Jean),87,"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,"['colombian pop', 'dance pop', 'latin pop', 'pop']",87,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4,0.022991792404566513,0.03141056436370156
2006,Temperature,82,The Trinity,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",81,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4,0.028742039133277983,0.029244318545515242
2006,Promiscuous,85,Loose,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",77,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,4,0.026279749280465493,0.027800154666724364
2006,SexyBack (feat. Timbaland),80,FutureSex/LoveSounds,Justin Timberlake,"['dance pop', 'pop']",83,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,0.026893942567126707,0.029966400484910678
2006,Irreplaceable,71,B'Day Deluxe Edition,Beyoncé,"['pop', 'r&b']",93,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,4,0.04042550334526017,0.03357681018188787
2006,Unwritten,92,Unwritten,Natasha Bedingfield,"['dance pop', 'pop', 'post-teen pop']",76,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4,0.02298880418872572,0.027439113697026646
2006,Crazy,73,St. Elsewhere,Gnarls Barkley,"['atl hip hop', 'neo soul']",64,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,4,0.025736123860198357,0.023106622060654017
2006,Love,84,The Way It Is,Keyshia Cole,"['hip pop', 'r&b', 'urban contemporary']",70,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,255333,4,0.02682820181862929,0.02527286787884033
2006,Maneater,82,Loose,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",77,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,4,0.030507844832428986,0.027800154666724364
2006,So Sick,80,In My Own Words,Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",81,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4,0.02132919508330132,0.029244318545515242
2006,Me & U,77,Cassie (U.S. Version),Cassie,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",65,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213,4,0.022983977070829057,0.023467663030351738
2006,My Love (feat. T.I.),77,FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,"['dance pop', 'pop']",83,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160,4,0.027572497425743445,0.029966400484910678
2006,Touch The Sky,75,Late Registration,Kanye West,"['chicago rap', 'hip hop', 'rap']",94,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,236600,1,0.022655273328341954,0.03393785115158559
2006,Shake That,74,Curtain Call: The Hits (Deluxe Edition),Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,274440,4,0.02459646431107174,0.03249368727279471
2006,Yo (Excuse Me Miss),74,Chris Brown (Expanded Edition),Chris Brown,"['r&b', 'rap']",87,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,229040,4,0.019944731697986755,0.03141056436370156
2006,Who Knew - Edit,74,I'm Not Dead,P!nk,"['dance pop', 'pop']",81,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493,4,0.032181705428786386,0.029244318545515242
2006,Too Little Too Late,73,The High Road,JoJo,"['dance pop', 'pop', 'post-teen pop']",62,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,221720,4,0.018942530077536563,0.02238454012125858
2006,Sexy Love,71,In My Own Words,Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",81,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4,0.021611696411634643,0.029244318545515242
2006,Pump It,70,Monkey Business,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",80,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,213067,4,0.035317263296804985,0.02888327757581752
2006,Snap Yo Fingers,69,Snap Yo Fingers - Single,Lil Jon,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",74,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,274387,4,0.018857480857452487,0.02671703175763121
2006,Ridin',69,The Sound of Revenge,Chamillionaire,"['dirty south rap', 'southern hip hop']",58,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,303053,4,0.03288232711207359,0.020940376242467702
2006,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",69,Duets: The Final Chapter,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",77,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328,286187,4,0.024440847224593578,0.027800154666724364
2006,Laffy Taffy,68,Down for Life,D4L,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",51,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,4,0.01781413380350216,0.01841308945458367
2006,Be Without You - Kendu Mix,67,The Breakthrough,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",71,0.726,0.7,2,-5.881,0,0.0998,0.0717,0.0,0.262,0.673,146.559,246333,4,0.03368845580081644,0.025633908848538053
2006,I'm N Luv (Wit a Stripper) (feat. Mike Jones),67,Rappa Ternt Sanga (Expanded Edition),T-Pain,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",79,0.739,0.368,8,-10.233,1,0.0845,0.00542,0.0,0.171,0.467,144.992,239413,4,0.03332826086062252,0.028522236606119803
2006,Gimme That,67,Chris Brown (Expanded Edition),Chris Brown,"['r&b', 'rap']",87,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,186827,4,0.0200359872125094,0.03141056436370156
2006,Buttons,66,PCD,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",69,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,225560,4,0.04846817134937296,0.024911826909142613
2006,It's Goin' Down (feat. Nitti),66,New Joc City,Yung Joc,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop', 'trap']",63,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840,4,0.019309161174926023,0.0227455810909563
2006,One,65,The Breakthrough,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",71,0.344,0.874,0,-3.161,1,0.0777,0.0841,0.0,0.129,0.269,185.888,260467,4,0.04272872817023974,0.025633908848538053
2006,Smile,65,"Alright, Still (Bonus Track Version)",Lily Allen,"['dance pop', 'electropop']",68,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506,196893,4,0.02195327246851285,0.024550785939444895
2006,What You Know,65,King,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.551,0.81,11,-4.365,1,0.0344,0.0155,0.0,0.169,0.332,73.464,274333,4,0.016886637579071766,0.02671703175763121
2006,London Bridge,65,The Dutchess,Fergie,"['dance pop', 'pop']",69,0.77,0.609,1,-5.894,1,0.345,0.214,0.0,0.166,0.631,90.952,241307,4,0.020906477473207764,0.024911826909142613
2006,Pullin' Me Back,64,Hoodstar (Deluxe Edition),Chingy,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'southern hip hop']",59,0.786,0.511,7,-6.66,1,0.286,0.0825,0.0,0.12,0.587,80.0,234133,4,0.01838902055871912,0.021301417212165424
2006,U and Dat (feat. T. Pain & Kandi Girl),64,My Ghetto Report Card,E-40,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast rap']",67,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720,4,0.022984436796343027,0.024189744969747174
2006,Stickwitu,63,PCD,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",69,0.655,0.54,9,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983,207507,4,0.01838511289185039,0.024911826909142613
2006,Deja Vu (feat. Jay-Z),63,B'Day Deluxe Edition,Beyoncé,"['pop', 'r&b']",93,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,240280,4,0.02419374476083579,0.03357681018188787
2006,Sorry,63,Confessions on a Dance Floor,Madonna,"['dance pop', 'pop']",81,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,281880,4,0.030565080658917998,0.029244318545515242
2006,Do It To It,63,Unappreciated,Cherish,"['atl hip hop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",64,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,226293,4,0.01701145305611407,0.023106622060654017
2006,When I'm Gone,63,When I'm Gone,Eminem,"['detroit hip hop', 'hip hop', 'rap']",90,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068,281120,4,0.03449504421507326,0.03249368727279471
2006,Ain't No Other Man,62,Back To Basics,Christina Aguilera,"['dance pop', 'pop']",78,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4,0.02940174524582203,0.028161195636422085
2006,Get Up (feat. Chamillionaire),62,The Evolution,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",70,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,261880,4,0.02955874150884209,0.02527286787884033
2006,"Lean Wit It, Rock Wit It",62,On Top Of Our Game,Dem Franchize Boyz,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop']",49,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,229813,4,0.0174776147272776,0.017691007515188234
2006,Check On It (feat. Bun B & Slim Thug),62,B'Day,Beyoncé,"['pop', 'r&b']",93,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,210453,4,0.0381668718951355,0.03357681018188787
2006,Ms. New Booty,61,Ms. New Booty,Bubba Sparxxx,"['atl hip hop', 'country rap', 'dirty south rap', 'southern hip hop']",53,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,252653,5,0.029737344871018652,0.01913517139397911
2006,Money Maker,59,Release Therapy,Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,230613,4,0.018103071289031034,0.027800154666724364
2006,I Don't Feel Like Dancin',58,Ta Dah,Scissor Sisters,"['dance pop', 'dance rock']",60,0.71,0.917,7,-3.385,1,0.0287,0.018,0.0,0.335,0.83,108.031,288360,4,0.024832303499737314,0.02166245818186314
2006,Touch It,57,The Big Bang,Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",71,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,214960,5,0.031798064487380116,0.025633908848538053
2006,Chain Hang Low,57,Jibbs feat. Jibbs,Jibbs,['dirty south rap'],42,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4,0.036122242671762915,0.0151637207273042
2006,Stupid Girls,57,I'm Not Dead,P!nk,"['dance pop', 'pop']",81,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,197173,4,0.022995470208678256,0.029244318545515242
2006,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,55,Only Hits,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",81,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,243880,4,0.022026368825233757,0.029244318545515242
2006,Grillz,54,Sweatsuit,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996,271160,4,0.019077689378643146,0.02671703175763121
2006,A Moment Like This,54,Spirit,Leona Lewis,"['british soul', 'dance pop', 'pop', 'talent show']",65,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54e-06,0.131,0.167,70.543,257293,4,0.016215208465921536,0.023467663030351738
2006,Where'd You Go (feat. Holly Brook & Jonah Matranga),52,The Rising Tied (Deluxe Edition),Fort Minor,['rap rock'],59,0.682,0.819,1,-3.309,0,0.236,0.258,0.00194,0.116,0.256,180.001,231867,4,0.041375526119875,0.021301417212165424
2006,Come to Me (feat. Nicole Scherzinger),51,Press Play,Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",72,0.819,0.485,6,-6.45,0,0.0756,0.0176,0.0,0.658,0.386,96.998,276787,4,0.02229622770193296,0.02599494981823577
2006,Beep,49,PCD,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",69,0.935,0.745,7,-6.391,1,0.0431,0.00914,0.0,0.116,0.518,103.691,229360,4,0.0238346991344268,0.024911826909142613
2006,Bossy Featuring Too $hort (feat. Too $hort),49,Kelis Was Here,Kelis,"['dance pop', 'hip pop', 'neo soul', 'urban contemporary']",63,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947,4,0.01931054035146793,0.0227455810909563
2007,Bleeding Love,78,Spirit,Leona Lewis,"['british soul', 'dance pop', 'pop', 'talent show']",65,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4,0.023914001785586277,0.023467663030351738
2007,Smack That,85,Konvicted,Akon,['dance pop'],81,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,212360,4,0.02734861110044104,0.029244318545515242
2007,Big Girls Don't Cry (Personal),67,The Dutchess,Fergie,"['dance pop', 'pop']",69,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,268120,4,0.025993570148020423,0.024911826909142613
2007,What Goes Around.../...Comes Around (Interlude),73,FutureSex/LoveSounds,Justin Timberlake,"['dance pop', 'pop']",83,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,4,0.01746956953078316,0.029966400484910678
2007,The Sweet Escape,74,The Sweet Escape,Gwen Stefani,"['dance pop', 'pop']",73,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4,0.027574566190556298,0.02635599078793349
2007,The Way I Are,84,Shock Value,Timbaland,"['dance pop', 'pop', 'pop rap']",78,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4,0.02637882012872559,0.028161195636422085
2007,What I've Done,82,Minutes to Midnight,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",86,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613,4,0.02761088450615977,0.031049523394003836
2007,Stronger,82,Graduation,Kanye West,"['chicago rap', 'hip hop', 'rap']",94,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311867,4,0.02390388782427898,0.03393785115158559
2007,Gimme More,82,Blackout,Britney Spears,"['dance pop', 'pop']",81,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,0.026048967072453563,0.029244318545515242
2007,Say It Right,82,Loose,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",77,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,4,0.02688198970376354,0.027800154666724364
2007,Bleed It Out,81,Minutes to Midnight,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",86,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,166373,4,0.032209978547895424,0.031049523394003836
2007,Can't Tell Me Nothing,82,Graduation,Kanye West,"['chicago rap', 'hip hop', 'rap']",94,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,271600,4,0.018395686578671654,0.03393785115158559
2007,Beautiful Girls,80,Beautiful Girls,Sean Kingston,"['dance pop', 'miami hip hop', 'pop']",71,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4,0.02988422717273142,0.025633908848538053
